"取引No","取引日","借方勘定科目","借方補助科目","借方部門","借方取引先","借方税区分","借方インボイス","借方金額(円)","貸方勘定科目","貸方補助科目","貸方部門","貸方取引先","貸方税区分","貸方インボイス","貸方金額(円)","摘要","タグ","メモ"
"419","2026/01/31","普通預金","","","","対象外","","19800","売掛金","","","","対象外","","19800","No.231 なないろほ～む・Rakuco使用料金","",""
"421","2026/01/31","普通預金","","","","対象外","","19800","売掛金","","","","対象外","","19800","No.233 ひょうご障害者福祉協同組合　就労継続支援Ｂ型事業所マイドリーム網干・Rakuco使用料金","",""
"422","2026/01/31","普通預金","","","","対象外","","19800","売掛金","","","","対象外","","19800","No.234 ひょうご障害者福祉協同組合　就労継続支援Ｂ型事業所マイドリーム","",""
"423","2026/01/31","普通預金","","","","対象外","","19800","売掛金","","","","対象外","","19800","No.235 このはの家・Rakuco使用料金","",""
"424","2026/01/31","普通預金","","","","対象外","","19800","売掛金","","","","対象外","","19800","No.236 就労支援事業所テオトル・Rakuco使用料金","",""
"425","2026/01/31","普通預金","","","","対象外","","19800","売掛金","","","","対象外","","19800","No.237 株式会社SUN・Rakuco使用料金","",""
"427","2026/01/31","普通預金","","","","対象外","","19800","売掛金","","","","対象外","","19800","No.239 株式会社e-Face・Rakuco使用料金","",""
"428","2026/01/31","普通預金","","","","対象外","","126728","売掛金","","","","対象外","","126728","No.240 株式会社テシード・12月分システム保守費用","",""
"431","2026/01/31","普通預金","","","","対象外","","225720","売掛金","","","","対象外","","225720","No.243 合同会社ジュレイ　アシスト・Rakuco年額利用料金","",""
"456","2026/01/31","普通預金","","","","対象外","","69825","売掛金","","","","対象外","","69825","No.244 株式会社ショクリュー・WEBサイト保守","",""
"470","2026/01/31","普通預金","","","","対象外","","1461504","売掛金","","","","対象外","","1461504","No.258 InnoJin株式会社・「地方自治体と連携した眼科遠隔診療プラットフォームの開発と実証実験」に伴う開発保守業務","",""
"870","2026/01/31","通信費","","","","課税仕入 10%","","27684","未払金","AMEXカード","","","対象外","","27684","ALGOLIA 2U2602767226","",""
"902","2026/01/31","旅費交通費","","","","課税仕入 10%","","400","未払金","AMEXカード","","","対象外","","400","アイポスネット 駐車場料金 東京都 墨","",""
"910","2026/01/31","売掛金","その他","","","対象外","","211200","売上高","","","","課税売上 10%","","211200","No.245 西村あさひ法律事務所・外国法共同事業・人事評価システム保守費用","",""
"911","2026/01/31","売掛金","その他","","","対象外","","1368576","売上高","","","","課税売上 10%","","1368576","No.246 西村あさひ法律事務所・外国法共同事業・人事評価システム機能改善","",""
"912","2026/01/31","売掛金","その他","","","対象外","","380160","売上高","","","","課税売上 10%","","380160","No.248 綿半パートナーズ株式会社","",""
"913","2026/01/31","売掛金","㈱root64","","","対象外","","64468","売上高","","","","課税売上 10%","","64468","No.247 株式会社root64・PCリース費用","",""
"914","2026/01/31","売掛金","その他","","","対象外","","19800","売上高","","","","課税売上 10%","","19800","No.250 なないろほ～む・Rakuco使用料金","",""
"915","2026/01/31","売掛金","ひょうご障害者福祉協同組合","","","対象外","","19800","売上高","","","","課税売上 10%","","19800","No.251 ひょうご障害者福祉協同組合　就労継続支援Ｂ型事業所マイドリーム網干・Rakuco使用料金","",""
"916","2026/01/31","売掛金","ひょうご障害者福祉協同組合","","","対象外","","19800","売上高","","","","課税売上 10%","","19800","No.252 ひょうご障害者福祉協同組合　就労継続支援Ｂ型事業所マイドリーム","",""
"917","2026/01/31","売掛金","その他(済)","","","対象外","","19800","売上高","","","","課税売上 10%","","19800","No.253 このはの家・Rakuco使用料金","",""
"918","2026/01/31","売掛金","その他","","","対象外","","19800","売上高","","","","課税売上 10%","","19800","No.254 就労支援事業所テオトル・Rakuco使用料金","",""
"919","2026/01/31","売掛金","株式会社SUN","","","対象外","","19800","売上高","","","","課税売上 10%","","19800","No.255 株式会社SUN・Rakuco使用料金","",""
"920","2026/01/31","売掛金","その他(済)","","","対象外","","19800","売上高","","","","課税売上 10%","","19800","No.256 ジョブアシスタンス・Rakuco使用料金","",""
"921","2026/01/31","売掛金","その他","","","対象外","","19800","売上高","","","","課税売上 10%","","19800","No.257 株式会社e-Face・Rakuco使用料金","",""
"922","2026/01/31","売掛金","その他","","","対象外","","76004","売上高","","","","課税売上 10%","","76004","No.259 株式会社テシード・1月分システム保守費用","",""
"923","2026/01/31","売掛金","その他(済)","","","対象外","","532224","売上高","","","","課税売上 10%","","532224","No.260 マナトレーディング株式会社・管理ポータルサイトに関するシステム改善業務","",""
"924","2026/01/31","売掛金","その他(済)","","","対象外","","19800","売上高","","","","課税売上 10%","","19800","No.261 CHAGOT・Rakuco使用料金","",""
"925","2026/01/31","売掛金","その他","","","対象外","","69867","売上高","","","","課税売上 10%","","69867","No.262 株式会社ショクリュー・WEBサイト保守","",""
"1032","2026/01/31","役員報酬","","","","対象外仕入","","574000","","","","","","","","役員報酬　2名","",""
"1032","2026/01/31","給料賃金","","","","対象外仕入","","1105250","","","","","","","","給与手当　11名","",""
"1032","2026/01/31","","","","","","","","法定福利費","","","","対象外","","182573","社会保険料","",""
"1032","2026/01/31","","","","","","","","預り金","源泉所得税","","","対象外","","30655","源泉所得税","",""
"1032","2026/01/31","","","","","","","","預り金","住民税","","","対象外","","110800","住民税","",""
"1032","2026/01/31","","","","","","","","雑収入","社宅","","","非課税売上","","25500","社宅家賃
","",""
"1032","2026/01/31","","","","","","","","未払費用","役員報酬","","","対象外","","332149","役員報酬　1月分","",""
"1032","2026/01/31","","","","","","","","未払費用","給与","","","対象外","","997573","給与手当　1月分","",""
"1033","2026/01/31","法定福利費","","","","対象外","","362382","未払費用","社会保険料","","","対象外","","362382","社会保険料　※仮","資料不足",""
"1118","2026/01/31","通信費","","","","課税仕入 10%","","10188","未払金","AMEXカード","","","対象外","","10188","ドコモご利用料金","",""
"1186","2026/01/31","外注費（原価）","","","","課税仕入 10%","80%控除","224116","買掛金","PENTOLA/ﾖｼｵｶﾕｳ","","","対象外","","224116","PENTOLA　コンサルティング：綿半パートナーズさま　1月分","",""
"1187","2026/01/31","外注費（原価）","","","","課税仕入 10%","","110000","買掛金","その他（未）","","","対象外","","110000","㈱はなえみ　Rakucoサポート業務1月分","",""
"1190","2026/01/31","広告宣伝費","","","","課税仕入 10%","","33000","未払金","その他","","","対象外","","33000","㈱PR TIMES　1月ご利用分","",""
"1191","2026/01/31","外注費（原価）","","","","課税仕入 10%","80%控除","153600","買掛金","玉利泰人","","","対象外","","137918","玉利泰人　innojin_眼科用デジタル治療プラットフォームの開発にかかる業務＿202601","",""
"1191","2026/01/31","","","","","","","","預り金","報酬源泉","","","対象外","","15682","玉利泰人　源泉","",""
"1192","2026/01/31","外注費（原価）","","","","課税仕入 10%","80%控除","120000","買掛金","玉利泰人","","","対象外","","107748","玉利泰人　Rakuco開発費用＿202601","",""
"1192","2026/01/31","","","","","","","","預り金","報酬源泉","","","対象外","","12252","玉利泰人　源泉","",""
"1193","2026/01/31","外注費（原価）","","","","課税仕入 10%","","292600","買掛金","その他（済）","","","対象外","","292600","髙木利寛　Rakuco企画1月分","",""
"1194","2026/01/31","外注費（原価）","","","","課税仕入 10%","80%控除","49800","買掛金","その他（済）","","","対象外","","44716","佐々木喜子　1月分業務委託費","",""
"1194","2026/01/31","","","","","","","","預り金","報酬源泉","","","対象外","","5084","","",""
"1195","2026/01/31","外注費（原価）","","","","課税仕入 10%","","334400","買掛金","Curip㈱","","","対象外","","334400","Curip㈱　西村あさひ法律事務所・外国法共同事業＿人事評価システム機能改善_202601","",""
"1196","2026/01/31","外注費（原価）","","","","課税仕入 10%","","295680","買掛金","Curip㈱","","","対象外","","295680","Curip㈱　マナトレード＿管理ポータルサイトに関するシステム改善業務_202601","",""
"1197","2026/01/31","外注費（原価）","","","","課税仕入 10%","","70400","買掛金","Curip㈱","","","対象外","","70400","Curip㈱　innojin_眼科用デジタル治療プラットフォームの開発にかかる業務_202601","",""
"1198","2026/01/31","外注費（原価）","","","","課税仕入 10%","","110000","買掛金","Curip㈱","","","対象外","","110000","Curip㈱　Rakucoテスト設計管理業務_202601","",""
"1199","2026/01/31","外注費（原価）","","","","課税仕入 10%","","260480","買掛金","出口衛","","","対象外","","236303","出口衛　西村あさひ法律事務所・外国法共同事業＿人事評価システム機能改善＿202601","",""
"1199","2026/01/31","","","","","","","","預り金","報酬源泉","","","対象外","","24177","出口衛　","",""
"1200","2026/01/31","外注費（原価）","","","","課税仕入 10%","","25300","買掛金","出口衛","","","対象外","","22952","出口衛　西村あさひ法律事務所・外国法共同事業＿人事評価システム機能改善＿202601","",""
"1200","2026/01/31","","","","","","","","預り金","報酬源泉","","","対象外","","2348","出口衛　","",""
"1201","2026/01/31","外注費（原価）","","","","課税仕入 10%","","168960","買掛金","上野慶太","","","対象外","","151710","上野慶太　開発費","",""
"1201","2026/01/31","","","","","","","","預り金","報酬源泉","","","対象外","","17250","上野慶太　源泉","",""
"1202","2026/01/31","外注費（原価）","","","","課税仕入 10%","","140800","買掛金","上野慶太","","","対象外","","126425","上野慶太　開発費","",""
"1202","2026/01/31","","","","","","","","預り金","報酬源泉","","","対象外","","14375","上野慶太　源泉","",""
"1204","2026/01/31","外注費（原価）","","","","課税仕入 10%","80%控除","60000","買掛金","早坂美里","","","対象外","","53874","早坂美里　1月広報関連費用","",""
"1204","2026/01/31","","","","","","","","預り金","報酬源泉","","","対象外","","6126","早坂美里　源泉","",""
"740","2026/02/01","通信費","","","","課税仕入 10%","","179116","未払金","AMEXカード","","","対象外","","179116","GOOGLE*CLOUD 2435ZD GOOGLE CLOUD JA","",""
"741","2026/02/01","通信費","","","","課税仕入 10%","","8833","未払金","AMEXカード","","","対象外","","8833","GOOGLE*CLOUD 37WFVV GOOGLE CLOUD JA","",""
"742","2026/02/01","通信費","","","","課税仕入 10%","","59171","未払金","AMEXカード","","","対象外","","59171","GOOGLE*CLOUD 9VRNQJ GOOGLE CLOUD JA","",""
"743","2026/02/01","通信費","","","","課税仕入 10%","","2","未払金","AMEXカード","","","対象外","","2","GOOGLE*CLOUD F43JW9 GOOGLE CLOUD JA","",""
"744","2026/02/01","通信費","","","","課税仕入 10%","","20","未払金","AMEXカード","","","対象外","","20","GOOGLE*CLOUD NWVZVG GOOGLE CLOUD JA","",""
"745","2026/02/01","通信費","","","","課税仕入 10%","","22474","未払金","AMEXカード","","","対象外","","22474","GOOGLE*CLOUD VZW3C2 GOOGLE CLOUD JA","",""
"746","2026/02/01","通信費","","","","課税仕入 10%","","5225","未払金","AMEXカード","","","対象外","","5225","GOOGLE*WORKSPACE HANAEMI.CO.JP GOOGLE","",""
"747","2026/02/01","通信費","","","","課税仕入 10%","","4477","未払金","AMEXカード","","","対象外","","4477","GOOGLE*WORKSPACE ROOT64.JP GOOGLE CLOU","",""
"748","2026/02/01","通信費","","","","課税仕入 10%","","38264","未払金","AMEXカード","","","対象外","","38264","GOOGLE*WORKSPACE SOCT.JP GOOGLE CLOUD","",""
"768","2026/02/01","通信費","","","","課税仕入 10%","","14125","未払金","AMEXカード","","","対象外","","14125","GENSPARK.AI","",""
"772","2026/02/01","通信費","","","","課税仕入 10%","","6250","未払金","AMEXカード","","","対象外","","6250","QANGAROO.JP","",""
"778","2026/02/01","通信費","","","","課税仕入 10%","","2090","未払金","AMEXカード","","","対象外","","2090","WIX.COM","",""
"565","2026/02/02","未払費用","社会保険料","","","対象外","","390952","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","390952","出金 シヤカイホケンリヨウ","",""
"660","2026/02/02","長期借入金","公庫/＠125,000円","","","対象外","","125000","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","126413","出金 セイサクコウコ(コク)","",""
"660","2026/02/02","支払利息","公庫/＠125,000円","","","対象外","","1413","","","","","","","","出金 セイサクコウコ(コク)","",""
"769","2026/02/02","通信費","","","","課税仕入 10%","","5076","未払金","AMEXカード","","","対象外","","5076","GENSPARK.AI","",""
"788","2026/02/02","通信費","","","","課税仕入 10%","","16883","未払金","AMEXカード","","","対象外","","16883","AMAZON WEB SERVICES","",""
"789","2026/02/02","通信費","","","","課税仕入 10%","","34899","未払金","AMEXカード","","","対象外","","34899","AMAZON WEB SERVICES","",""
"792","2026/02/02","通信費","","","","課税仕入 10%","","14098","未払金","AMEXカード","","","対象外","","14098","FIGMA","",""
"802","2026/02/02","通信費","","","","課税仕入 10%","","704","未払金","AMEXカード","","","対象外","","704","GITHUB, INC.","",""
"805","2026/02/02","広告宣伝費","","","","課税仕入 10%","","40842","未払金","AMEXカード","","","対象外","","40842","INDEED JAPAN KK","",""
"903","2026/02/02","通信費","","","","課税仕入 10%","","825","未払金","AMEXカード","","","対象外","","825","EEASY 東京都 千代田区","",""
"1119","2026/02/02","旅費交通費","","","","課税仕入 10%","","900","未払金","AMEXカード","","","対象外","","900","タイムズパーキング 東京都 品川区","",""
"661","2026/02/03","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","1461504","売掛金","InnoJin㈱","","","対象外","","1461504","振込入金 イノジン カブシキカイシヤ","",""
"1120","2026/02/03","旅費交通費","","","","課税仕入 10%","","800","未払金","AMEXカード","","","対象外","","800","タイムズパーキング 東京都 品川区","",""
"1121","2026/02/03","会議費","","","","課税仕入 10%","","605","未払金","AMEXカード","","","対象外","","605","CONOHA 東京都 渋谷区","",""
"662","2026/02/04","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","1461504","売掛金","InnoJin㈱","","","対象外","","1461504","振込入金 イノジン カブシキカイシヤ　","資料不足",""
"810","2026/02/04","通信費","","","","課税仕入 10%","","3960","未払金","AMEXカード","","","対象外","","3960","BOOKRUN","",""
"1122","2026/02/04","仮払金","","","","対象外","","3069","未払金","AMEXカード","","","対象外","","3069","FIRECRAWL.DEV","",""
"1123","2026/02/04","会議費","","","","課税仕入 10%","","7799","未払金","AMEXカード","","","対象外","","7799","うまい鮨勘ゆとろぎ宇都宮平松本町店 栃","",""
"607","2026/02/05","長期借入金","西京信用金庫③　＠117,000","","","対象外","","117000","普通預金","【法人】西京信用金庫八重洲口営業部普通3127546","","","対象外","","118842","証書貸付","",""
"607","2026/02/05","支払利息","西京信用金庫③","","","対象外","","1842","","","","","","","","証書貸付","",""
"608","2026/02/05","長期借入金","西京信用金庫⑤　＠298,000","","","対象外","","298000","普通預金","【法人】西京信用金庫八重洲口営業部普通3127546","","","対象外","","326754","証書貸付","",""
"608","2026/02/05","支払利息","西京信用金庫⑤","","","対象外","","28754","","","","","","","","証書貸付","",""
"663","2026/02/05","長期借入金","公庫/＠64,000円","","","対象外","","64000","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","67844","出金 セイサクコウコ(コク)","",""
"663","2026/02/05","支払利息","公庫/＠64,000円","","","対象外","","3844","","","","","","","","出金 セイサクコウコ(コク)","",""
"664","2026/02/05","長期借入金","公庫/＠250,000円","","","対象外","","250000","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","287115","出金 セイサクコウコ(コク)","",""
"664","2026/02/05","支払利息","公庫/＠250,000円","","","対象外","","37115","","","","","","","","出金 セイサクコウコ(コク)","",""
"1124","2026/02/05","仮払金","","","","対象外","","3247","未払金","AMEXカード","","","対象外","","3247","VERCEL INC.","",""
"1125","2026/02/05","通信費","","","","課税仕入 10%","","9108","未払金","AMEXカード","","","対象外","","9108","マネ-フォワ-ドクラウド 東京都 港区","",""
"1126","2026/02/05","旅費交通費","","","","課税仕入 10%","","20540","未払金","AMEXカード","","","対象外","","20540","名古屋JRゲートタワーホテル 愛知県","",""
"1127","2026/02/05","接待交際費","","","","課税仕入 10%","","40250","未払金","AMEXカード","","","対象外","","40250","味仙 今池本店 愛知県 名古屋市千種区","",""
"1128","2026/02/05","仮払金","","","","対象外","","2420","未払金","AMEXカード","","","対象外","","2420","宇都宮パセオ 栃木県 宇都宮市","",""
"1129","2026/02/05","諸会費","","","","課税仕入 10%","","600","未払金","AMEXカード","","","対象外","","600","AMAZON プライム会費","",""
"1130","2026/02/05","通信費","","","","課税仕入 10%","","3300","未払金","AMEXカード","","","対象外","","3300","EBOOK5 北海道 札幌市中央区","",""
"1131","2026/02/06","通信費","","","","課税仕入 10%","","1799","未払金","AMEXカード","","","対象外","","1799","EVERNOTE","",""
"1132","2026/02/06","旅費交通費","","","","課税仕入 10%","","3600","未払金","AMEXカード","","","対象外","","3600","GOアプリ〔乗車料金〕 東京都 港区","",""
"1133","2026/02/06","旅費交通費","","","","課税仕入 10%","","7090","未払金","AMEXカード","","","対象外","","7090","JR東日本 えきねっと 東京都 渋谷区","",""
"1134","2026/02/07","通信費","","","","課税仕入 10%","","4295","未払金","AMEXカード","","","対象外","","4295","NOTION LABS, INC.","",""
"968","2026/02/09","長期借入金","西京信用金庫①　＠27,000","","","対象外","","27000","普通預金","【法人】西京信用金庫八重洲口営業部普通3127546","","","対象外","","29830","証書貸付","",""
"968","2026/02/09","支払利息","西京信用金庫①","","","対象外","","2830","","","","","","","","証書貸付","",""
"969","2026/02/09","普通預金","【法人】西京信用金庫八重洲口営業部普通3127546","","","対象外","","5000000","長期借入金","","","","対象外","","5000000","証書貸付","資料不足",""
"970","2026/02/09","支払利息","","","","対象外","","8219","普通預金","【法人】西京信用金庫八重洲口営業部普通3127546","","","対象外","","8219","融資利息","",""
"971","2026/02/09","租税公課","","","","対象外","","2000","普通預金","【法人】西京信用金庫八重洲口営業部普通3127546","","","対象外","","2000","印紙代","",""
"972","2026/02/09","長期前払費用","","","","対象外","","179025","普通預金","【法人】西京信用金庫八重洲口営業部普通3127546","","","対象外","","179025","保証料","",""
"975","2026/02/09","支払報酬","","","","課税仕入 10%","","55000","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","55000","出金 NSS.ホウリツコモンリヨウ","",""
"976","2026/02/09","支払報酬","","","","課税仕入 10%","","55000","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","55000","出金 NSS.シヤロウシ","",""
"977","2026/02/09","支払報酬","","","","課税仕入 10%","","93500","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","93500","出金 NSSゼイムコモンリヨウホカ","",""
"978","2026/02/09","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","1217299","売掛金","ストライプジャパン","","","対象外","","1217299","振込入金 RAKUCO ストライプジヤパン(カ","資料不足",""
"979","2026/02/09","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","19800","仮払金","","","","対象外","","19800","振込入金 フク)ユウ","",""
"1135","2026/02/09","通信費","","","","課税仕入 10%","","2719","未払金","AMEXカード","","","対象外","","2719","MICROSOFT JAPAN CO., LTD.","",""
"980","2026/02/10","未払金","AMEXカード","","","対象外","","1639851","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","1639851","出金 アメツクス","",""
"1136","2026/02/10","通信費","","","","課税仕入 10%","","4252","未払金","AMEXカード","","","対象外","","4252","NOTION LABS, INC.","",""
"1137","2026/02/10","通信費","","","","課税仕入 10%","","66000","未払金","AMEXカード","","","対象外","","66000","WANTEDLY, INC.","",""
"1138","2026/02/10","保険料","","","","非課税仕入","","128340","未払金","AMEXカード","","","対象外","","128340","東京海上日動火災保険 株式会社 東京都","",""
"1139","2026/02/10","通信費","","","","課税仕入 10%","","220","未払金","AMEXカード","","","対象外","","220","T-CONNECT/G-LINK利用料","",""
"1164","2026/02/10","預り金","報酬源泉","","","対象外","","149274","未払金","AMEXカード","","","対象外","","149274","源泉所得税及復興特別所得税","",""
"1140","2026/02/11","通信費","","","","課税仕入 10%","","14176","未払金","AMEXカード","","","対象外","","14176","GENSPARK.AI","",""
"1141","2026/02/11","通信費","","","","課税仕入 10%","","12050","未払金","AMEXカード","","","対象外","","12050","GITHUB, INC.","",""
"1142","2026/02/11","通信費","","","","課税仕入 10%","","9665","未払金","AMEXカード","","","対象外","","9665","LUCIDCHART.COM/CHARGE","",""
"981","2026/02/12","仮払金","","","","対象外","","12500","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","12500","出金 シヤ)ゼンコクミンエイシヨクギヨウシ","",""
"982","2026/02/12","支払手数料","","","","課税仕入 10%","","490","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","490","出金 フリコミテスウリヨウ","",""
"1143","2026/02/12","通信費","","","","課税仕入 10%","","36336","未払金","AMEXカード","","","対象外","","36336","NOTION LABS, INC.","",""
"1144","2026/02/12","通信費","","","","課税仕入 10%","","3522","未払金","AMEXカード","","","対象外","","3522","OPENAI *CHATGPT SUBSCR","",""
"1145","2026/02/12","通信費","","","","課税仕入 10%","","918","未払金","AMEXカード","","","対象外","","918","X CORP. PAID FEATURES","",""
"983","2026/02/13","支払手数料","","","","課税仕入 10%","","9350","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","9350","出金 RKS(ナレツジソサエテイ","",""
"984","2026/02/13","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","19800","売掛金","株式会社SUN","","","対象外","","19800","振込入金 カ)サン","",""
"1146","2026/02/13","通信費","","","","課税仕入 10%","","1958","未払金","AMEXカード","","","対象外","","1958","ATLASSIAN","",""
"1147","2026/02/13","通信費","","","","課税仕入 10%","","8404","未払金","AMEXカード","","","対象外","","8404","GITHUB, INC.","",""
"1148","2026/02/14","通信費","","","","課税仕入 10%","","5940","未払金","AMEXカード","","","対象外","","5940","DROPBOX*2K7MHMQRC71X","",""
"1149","2026/02/14","通信費","","","","課税仕入 10%","","7451","未払金","AMEXカード","","","対象外","","7451","ZOOM.COM 888-799-9666","",""
"1150","2026/02/15","通信費","","","","課税仕入 10%","","4300","未払金","AMEXカード","","","対象外","","4300","GOOGLE *NIKKEIDENSHIBA","",""
"1151","2026/02/15","通信費","","","","課税仕入 10%","","4160","未払金","AMEXカード","","","対象外","","4160","ネットオウル 大阪府 大阪市北区","",""
"1152","2026/02/15","旅費交通費","","","","課税仕入 10%","","6890","未払金","AMEXカード","","","対象外","","6890","JR東日本 えきねっと 東京都 渋谷区","",""
"1153","2026/02/15","旅費交通費","","","","課税仕入 10%","","6890","未払金","AMEXカード","","","対象外","","6890","JR東日本 えきねっと 東京都 渋谷区","",""
"1154","2026/02/15","備品・消耗品費","","","","課税仕入 10%","","3450","未払金","AMEXカード","","","対象外","","3450","KEEPERLABO 宇都宮店 栃木県","",""
"1163","2026/02/15","旅費交通費","","","","課税仕入 10%","","5138","未払金","AMEXカード","","","対象外","","5138","ENEOS","",""
"973","2026/02/16","支払手数料","","","","課税仕入 10%","","1100","普通預金","【法人】西京信用金庫八重洲口営業部普通3127546","","","対象外","","1100","手数料 FB基本料","",""
"985","2026/02/16","支払手数料","","","","課税仕入 10%","","3300","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","3300","出金 WEB テスウリヨウ","",""
"986","2026/02/16","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","39600","売掛金","ひょうご障害者福祉協同組合","","","対象外","","39600","振込入金 ヒヨウゴシヨウガイシヤフクシキヨウドウクミアイ","",""
"1155","2026/02/16","通信費","","","","課税仕入 10%","","924","未払金","AMEXカード","","","対象外","","924","CHATWORK BUSINESS PLAN","",""
"1156","2026/02/16","旅費交通費","","","","課税仕入 10%","","1400","未払金","AMEXカード","","","対象外","","1400","アイポスネット 駐車場料金 東京都 墨","",""
"987","2026/02/17","長期未払金","カローラクロスZ","","","対象外","","53100","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","53100","出金 トヨタフアイナンス (カブ)","",""
"988","2026/02/17","長期未払金","レクサス　NX350ｈ","","","対象外","","84600","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","84600","出金 TF)レクサス","",""
"1157","2026/02/17","通信費","","","","課税仕入 10%","","876","未払金","AMEXカード","","","対象外","","876","CLOUDFLARE","",""
"1158","2026/02/17","通信費","","","","課税仕入 10%","","43850","未払金","AMEXカード","","","対象外","","43850","SLACK T5W48MM55","",""
"989","2026/02/18","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","19800","仮払金","","","","対象外","","19800","振込入金 ド)バツカス","",""
"1159","2026/02/18","通信費","","","","課税仕入 10%","","4268","未払金","AMEXカード","","","対象外","","4268","FORMRUN BEGINNER","",""
"990","2026/02/19","未払金","その他","","","対象外","","33000","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","33000","出金 カ) ピ-ア-ルタイムズ","資料不足",""
"991","2026/02/19","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"1160","2026/02/19","通信費","","","","課税仕入 10%","","14068","未払金","AMEXカード","","","対象外","","14068","GENSPARK.AI","",""
"1161","2026/02/20","通信費","","","","課税仕入 10%","","2900","未払金","AMEXカード","","","対象外","","2900","GOOGLE *GOOGLE ONE","",""
"1162","2026/02/21","通信費","","","","課税仕入 10%","","4500","未払金","AMEXカード","","","対象外","","4500","CANVA","",""
"974","2026/02/22","普通預金","【法人】西京信用金庫八重洲口営業部普通3127546","","","対象外","","5281","受取利息","","","","非課税売上","","5281","決算利息","",""
"992","2026/02/24","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","38973","受取利息","","","","非課税売上","","38973","入金 リソク","",""
"993","2026/02/25","未払費用","給与","","","対象外","","90000","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","90000","出金 ヤツキ カナ　","",""
"994","2026/02/25","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"995","2026/02/25","未払費用","役員報酬","","","対象外","","325275","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","325275","出金 シノハラ リヨウ　","",""
"996","2026/02/25","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"997","2026/02/25","未払費用","役員報酬","","","対象外","","6874","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","6874","出金 シノハラ ミカ　","",""
"998","2026/02/25","支払手数料","","","","課税仕入 10%","","490","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","490","出金 フリコミテスウリヨウ","",""
"999","2026/02/25","未払費用","給与","","","対象外","","270026","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","270026","出金 ヤマダ コウガ　","",""
"1000","2026/02/25","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"1001","2026/02/25","未払費用","給与","","","対象外","","10500","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","10500","出金 ヒダカ ミカ　","",""
"1002","2026/02/25","支払手数料","","","","課税仕入 10%","","490","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","490","出金 フリコミテスウリヨウ","",""
"1003","2026/02/25","未払費用","給与","","","対象外","","39745","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","39745","出金 マツモト ヒサコ　","確認",""
